时间,点赞,评论
2021.12.19,1,你说有没有可能，这么多角色是一个人配的
2021.12.19,1,[星星眼][星星眼][星星眼]
2021.12.19,1,我摊牌了，今天我灰色[doge]
2021.12.19,1,专业哦
2021.12.19,1,太太太太，喜欢你就像拉稀，憋都憋不住
2021.12.19,1,wow是有感情的杀手哎
2021.12.19,1,别戳我眼睛，啊，淦
2021.12.19,1,What's up，梦幻联动！
2021.12.19,1,不懂就问，我想知道这种的动画短片都是哪里来的啊
2021.12.19,1,太太是不是进步了，感觉配的比以前更出色了[热词系列_知识增加][热词系列_吹爆]
2021.12.19,1,What's up，梦幻联动！
2021.12.19,1,不懂就问，我想知道这种的动画短片都是哪里来的啊
2021.12.19,1,太太是不是进步了，感觉配的比以前更出色了[热词系列_知识增加][热词系列_吹爆]
2021.12.19,1,新粉丝默默一下，太太今天穿的什么颜色[doge]
2021.12.19,1,妙啊[妙啊]
2021.12.19,1,啊哈哈！新视频来咯！[doge]
2021.12.19,1,卧槽虽迟但到[提摩西小队_喝水][提摩西小队_喝水]
2021.12.19,1,彳亍
2021.12.19,1,太太，今天我穿藏蓝色[吃瓜]
2021.12.19,1,我今天穿的铁裤衩[微笑]
2021.12.20,1,太太[翻白眼][翻白眼]太太[翻白眼][翻白眼]🤤🤤
2021.12.19,1,让我想想有什么骚话 嗯，我好骚哦[大笑]
2021.12.19,1,就记住了一句卧槽
2021.12.19,1,喜欢我双马尾吗ᥬ🌚᭄
2021.12.19,1,太太你还记得我吗？[脸红]
2021.12.19,1,《粉发现充C少女和白发无口A少女的橘色日常》[脱单doge]
2021.12.19,1,芜湖~
2021.12.19,1,emmmm，想不出骚话[傲娇][傲娇]
2021.12.19,1,一播放
2021.12.19,1,刚刚
2021.12.19,1,好喜欢太太说卧槽[脸红]
2021.12.19,1,好耶
2021.12.19,1,卧焯！
2021.12.19,1,[热词系列_好耶]
2021.12.21,0,Up有没有没听过ff14，是一个炒鸡冷门的rpg游戏，那里面主角全是哑巴，[大哭][大哭][大哭]想听主角开口
2021.12.22,0,脑袋上长摄像头的人终于开始被屠杀了！！喜大普奔！！
2021.12.23,0,多来点[OK]
2021.12.21,0,居然没有你他妈被我瓜
2021.12.20,0,这是什么动漫啊？
2021.12.20,0,太太是不是配过r18，感觉太熟练了吧[滑稽]
2021.12.19,0,配的很好 那请问是这什么番
2021.12.19,0,这个系列的是不是有一段跳楼的？
2021.12.19,0,今日份内裤，黑丝
2021.12.19,0,这是什么番呀
2021.12.19,1,今晚就这个声音，开导！[原神_嗯][原神_嗯]
2021.12.20,1,"嘿，很抱歉打断你🤚

耽误您20秒时间

如果可以的话

请你点进去看看这位父亲
@15花开      
关注一下河南南阳二中的校园恶劣事件
也许你的这一眼
就会让真相大白
拜托了（转）

注：朋友，我的本心只是想去让更多人知道，请各位不要误会这是道德绑架啊！"
2021.12.22,1,1：10「 あ↓、私のスマートフォンが!!」
2021.12.20,1,（￣▽￣）（￣▽￣）（￣▽￣）（￣▽￣）（￣▽￣）
2021.12.19,1,3分钟这么多人？
2021.12.19,100,才五分钟就有112个人评论，完了，抢不到热评论[大哭]
2021.12.21,1,🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤🤤
2021.12.23,0,请问这个系列叫什么名字，作者是谁？
2021.12.23,0,这是游戏吗
2021.12.22,0,姥爷？姥爷个锤子，我直接举报这沙卵弹幕
2021.12.23,0,各位大佬，有不懂的问题该去哪里问？B站还是贴吧还是哪里？有很多疑惑，例如本子是怎么做的，哔咔是怎么来的？为什么网上没人讨论这些，都是发狗头，要讨论要私聊吗？
